SR,AuthorID,Affiliation,Country
"COVIN JG, 1991, J MANAGE STUD",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 1994, J MANAGE STUD",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 1999, ENTREPRENEURSHIP THEORY AND PRACTICE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2001, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2006, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2007, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2011, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2012, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2014, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2016, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2019, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2014, IND MARKET MANAG",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"GOODALE JC, 2011, J OPER MANAG",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"GREEN KM, 2008, J BUS VENTURING",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"HUGHES M, 2018, BRIT J MANAGE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"IRELAND RD, 2009, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"KURATKO DF, 2005, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"KURATKO DF, 2009, BUS HORIZONS",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"MILES MP, 2002, ENTREPRENEURSHIP: THEORY AND PRACTICE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"SLEVIN DP, 1998, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"WALES WJ, 2020, STRATEG ENTREP J",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"WALES WJ, 2021, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"ZAHRA SA, 1995, J BUS VENTURING",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2021, ARTS MARK",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2015, INT J ENTREP BEHAV R",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2023, J RES MARK ENTREP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2017, J VACAT MARK",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2000, JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2003, JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2004, INT J ENTREPRENEURIA",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2004, INT SMALL BUS J",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2005, INT J NONPROFIT VOLU",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2005, J ENTERP CULT",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2006, MANAGEMENT DECISION",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2006, MARKETING REV",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2007, J SMALL BUS ENTERP D",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2007, J STRATEG MARK",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2009, MARK INTELL PLAN",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2010, J RES MARK ENTREP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2011, ARTS MARKETING",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2011, EUR J MARKETING",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2014, CONSUMP MARK CULT",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLIS IAN, 2002, J RES MARK ENTREP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLISA I, 2015, CULT TRENDS",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"FILLISA I, 2015, CULT TRENDS",ORCID:0009-0006-5505-2408,NO AFFILIATION,NO COUNTRY
"LEE BR, 2022, J BUS RES",ORCID:0009-0006-5505-2408,NO AFFILIATION,NO COUNTRY
"LEE BR, 2022, J BUS RES",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"LEHMAN K, 2014, ANN TOURISM RES",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"LEHMAN K, 2014, J RES MARK ENTREP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"LEHMAN K, 2018, POETICS",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"WICKHAM M, 2020, ARTS MARK",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"WISE N, 2022, J RES MARK ENTREP",ORCID:0000-0002-8735-0948,NO AFFILIATION,NO COUNTRY
"SADIKU-DUSHI N, 2019, J BUS RES",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"ALOULOU W, 2024, INT J ENTREP BEHAV R",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"ANDERSON RB, 2006, J WORLD BUS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA L P, 2005, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LEO PAUL, 2008, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LEO-PAUL, 2016, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LP, 2001, SMALL BUS ECON",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LP, 2007, J INT ENTREP",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LP, 2008, INT J FOOD SCI TECH",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"DANA LP, 2012, INT J ENTREPRENEURSH",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"ETEMAD H, 2001, THUNDERBIRD INTERNATIONAL BUSINESS REVIEW",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2019, J SMALL BUS MANAGE",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"GILL AMARJIT, 2014, INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"GRANATA J, 2018, INT SMALL BUS J",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"GURAU C, 2018, TECHNOL FORECAST SOC",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"HAMILTON RT, 2003, J SMALL BUS MANAGE",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"KAMEI KATSUYUKI, 2012, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"MUHAMMAD N, 2017, INT J ENTREP BEHAV R",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"PALALIC R, 2017, EUR BUS REV",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"RAHMAN MM, 2023, J FAM BUS MANAG",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"RAMADANI V, 2017, J ENTERPRISING CULT",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"RAMADANI VELAND, 2014, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"SADEGHI VJ, 2019, INT BUS REV",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"SARIDAKIS G, 2019, J BUS RES",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"TROISE C, 2022, J SMALL BUS ENTERP D",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"YOUNG S, 2003, JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2010, INT J ENTREP VENTUR",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"WHALEN P, 2016, J STRATEG MARK",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2020, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"ANOKHIN S, 2023, TECHNOL FORECAST SOC",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"BHATLI DHRUV, 2012, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"COVIN JG, 2016, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2012, INT ENTREP MANAG J",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2013, J WORLD BUS",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2013, MANAGE DECIS",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2014, IND MARKET MANAG",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2016, INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2017, J SMALL BUS MANAGE",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2020, TECHNOL FORECAST SOC",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"EGGERS F, 2022, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"GARTNER J, 2021, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"HANSEN DJ, 2010, J RES MARK ENTREP",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"HAUSER A, 2020, SMALL BUS ECON",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"HUGHES MATHEW, 2015, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"KRAUS S, 2012, J RES MARK ENTREP",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"MORRISH S, 2020, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"PEHRSSON T, 2015, J INT ENTREP",OA:A5046623073,NO AFFILIATION,NO COUNTRY
"RUDELOFF C, 2022, REV MANAG SCI",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"SCHULTE REINHARD, 2010, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"WORTHINGTON SLS, 2023, J MARKET EDUC",OA:A5039389910,NO AFFILIATION,NO COUNTRY
"DAVIS D, 1991, JOURNAL OF THE ACADEMY OF MARKETING SCIENCE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"KURATKO DF, 2018, ENTREPRENEURSHIP EDUCATION AND PEDAGOGY",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"KURATKO DF, 2018, J SMALL BUS MANAGE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"LASKOVAIA A, 2017, SMALL BUS ECON",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS M, 1995, EUROPEAN JOURNAL O FMARKETING",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS M, 2005, J BUS RES",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 1987, J BUS VENTURING",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 1988, IND MARKET MANAG",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 1991, J BUS RES",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 1996, J BUS RES",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 1998, ENTREPRENEURIAL INTENSITY",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 2002, J MARKET THEORY PRAC",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 2013, J SMALL BUS MANAGE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 2015, SMALL BUS ECON",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 2020, POVERTY PUBLIC POLIC",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"MORRIS MH, 2022, SMALL BUS ECON",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"PITT LF, 1997, MANAGEMENT DECISION",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SANTOS SC, 2019, J SMALL BUS MANAGE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SCHINDEHUTTE M, 2000, JOURNAL OF MARKETING THEORY AND PRACTICE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SCHINDEHUTTE M, 2001, INTERNATIONAL JOURNAL OFENTREPRENEURIAL BEHAVIOUR AND RESEARCH",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SCHINDEHUTTE M, 2008, J SMALL BUS MANAGE",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SCHINDEHUTTE M, 2009, ENTREP THEORY PRACT",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SCHINDEHUTTE MINET, 2010, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"SHIROKOVA G, 2021, J BUS RES",ORCID:0000-0003-2784-410X,NO AFFILIATION,NO COUNTRY
"ANONYMOUS, 2022, EFFECTUATION: ELEMENTS OF ENTREPRENEURIAL EXPERTISE",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"DEW N, 2007, J BUS ETHICS",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"DEW N, 2008, J ECON BEHAV ORGAN",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"DEW N, 2009, J BUS VENTURING",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"DEW N, 2011, J EVOL ECON",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"HAYWARD MLA, 2010, J BUS VENTURING",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"KALINIC I, 2014, INT BUS REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"PRASHANTHAM S, 2019, INT SMALL BUS J",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"READ S, 2005, J PRIV EQUITY",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"READ S, 2012, MARKETING THEOR",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"READ S, 2016, ACAD MANAGE REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY S, 2008, EFFECTUATION ELEMENT",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY S, 2014, ENTREP THEORY PRACT",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2001, ACAD MANAGE REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2001, ACADEMY OF MANAGEMENT PROCEEDINGS",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2004, J BUS VENTURING",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2005, J EVOL ECON",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2005, SCAND J MANAG",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2008, ORGAN STUD",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"SARASVATHY SD, 2011, ENTREP THEORY PRACT",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"TOWNSEND DM, 2018, ACAD MANAG ANN",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"VENKATARAMAN S, 2012, ACAD MANAGE REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"WILTBANK R, 2006, STRATEGIC MANAGE J",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"WILTBANK R, 2009, J BUS VENTURING",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY
"AHMADI H, 2016, J STRATEG MARK",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"WIJEKOON S, 2024, EUR J MARKETING",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"AHMADI H, 2014, J BUS RES",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"HEIRATI N, 2017, J BUS IND MARK",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"LEE WJ, 2017, EUR J MARKETING",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"NGO LV, 2009, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"NGO LV, 2012, J MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"NGO LV, 2012, J PROD INNOVAT MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"NGO LV, 2013, J BUS RES",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2003, EUROPEAN JOURNAL OF MARKETING",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2009, EUR J MARKETING",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2010, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2011, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2012, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2012, J STRATEG MARK",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2014, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"O'CASS A, 2016, J STRATEG MARK",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"SOK P, 2013, AUSTRALAS MARK J",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"VESAL M, 2021, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"VOOLA R, 2010, EUR J MARKETING",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"WEERAWARDENA J, 2004, IND MARKET MANAG",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"WEERAWARDENA J, 2006, J BUS RES",ORCID:0000-0003-0127-3759,NO AFFILIATION,NO COUNTRY
"CARSON D, 1996, MARKETING INTELLIGENCE AND PLANNING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"CHANDRA Y, 2010, J WORLD BUS",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"CHEN YJ, 2021, J BUS IND MARK",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO N E, 1995, EUR J MARKETING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO N, 2015, J INT BUS STUD",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO N, 2017, J INT BUS STUD",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 1997, INT BUS REV",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 1997, J MARKET MANAG",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2000, J BUS VENTURING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2001, J BUS IND MARK",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2002, J MARKETING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2004, J BUS VENTURING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2006, J INT BUS STUD",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"COVIELLO NE, 2012, J MARKETING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"GILMORE A, 1999, J RES MARKETING ENTR",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"JONES MV, 2005, J INT BUS STUD",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"JONES MV, 2011, J BUS VENTURING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"KERR J, 2019, INT J MANAG REV",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"KERR J, 2020, J BUS VENTURING",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"MONAGHAN S, 2020, J INT BUS STUD",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"MORRISH S, 2015, SUSTAINABLE GLOBAL M",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"SLOTTE-KOCK S, 2010, ENTREP THEORY PRACT",ORCID:0000-0001-9994-5722,NO AFFILIATION,NO COUNTRY
"ALI M, 2016, J BUS RES",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"BECKER JM, 2015, MARKET LETT",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"BECKER JM, 2023, INT J CONTEMP HOSP M",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF JR, 2013, LONG RANGE PLANN",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF JR, 2014, EUR BUS REV",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2011, J MARKET THEORY PRAC",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2012, J ACAD MARKET SCI",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2012, LONG RANGE PLANN",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2016, EUR BUS REV",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2017, INTERNATIONAL JOURNAL OF MULTIVARIATE DATA ANALYSIS",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2017, J ACAD MARKET SCI",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2019, EUR BUS REV",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2019, EUR J MARKETING",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2021, PARTIAL LEAST SQUARES STRUCTURAL EQUATION MODELING (PLS-SEM) USING R: A WORKBOOK",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HENSELER J, 2014, ORGAN RES METHODS",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HENSELER J, 2015, J ACAD MARKET SCI",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"HENSELER J, 2016, INT MARKET REV",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"SARSTEDT M, 2014, J FAM BUS STRATEG",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"SARSTEDT M, 2016, J BUS RES",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"SARSTEDT M, 2019, AUSTRALAS MARK J",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"SHMUELI G, 2019, EUR J MARKETING",ORCID:0000-0002-5424-4268,NO AFFILIATION,NO COUNTRY
"BECKER JM, 2015, MARKET LETT",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"BECKER JM, 2023, INT J CONTEMP HOSP M",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"GUENTHER P, 2023, IND MARKET MANAG",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF JR, 2013, LONG RANGE PLANN",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2011, J MARKET THEORY PRAC",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2012, J ACAD MARKET SCI",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2012, LONG RANGE PLANN",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2016, EUR BUS REV",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2017, J ACAD MARKET SCI",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
"HAIR JF, 2019, EUR BUS REV",ORCID:0000-0002-7027-8804,NO AFFILIATION,NO COUNTRY
